class_label,LHS,RHS
non-phishing,200210070800.g9780mK23281,dogma.slashnull.org
non-phishing,200209261532.g8QFWQg25151,dogma.slashnull.org
non-phishing,F59mMH7ATgbniMfsvoa00017adf,hotmail.com
non-phishing,200210090800.g9980sK25215,dogma.slashnull.org
non-phishing,200210020800.g9280sK31691,dogma.slashnull.org
non-phishing,200209261528.g8QFSUg24443,dogma.slashnull.org
non-phishing,ILEHJNJFPDLMDEKNIAKCIEJOCAAA.geege,barrera.org
non-phishing,20020929211630.28e45f73.matthias,egwn.net
non-phishing,p05111a4ab9b4d6f87b5f,[66.149.49.6]
non-phishing,200210070800.g9780DK23205,dogma.slashnull.org
non-phishing,200208290540.BAA23712,blackcomb.panasas.com
non-phishing,003c01c26d7b$b82ac190$0200a8c0,JMHALL
non-phishing,20021003052049.GA2299,darkridge.com
non-phishing,DAV56idcDjoYAPNXRPm00000075,hotmail.com
non-phishing,Pine.LNX.4.33.0210030014570.16151-100000,bridget.crompton.com
non-phishing,DD4216FF-B66F-11D6-837F-003065F93D3A,topsail.org
non-phishing,1034098479.1602.13.camel,pluto
non-phishing,20020915181010.E15386,azrael.smilehouse.com
non-phishing,AMEPKEBLDJJCCDEJHAMIKEAFFIAA.ejw,cse.ucsc.edu
non-phishing,3D6CB30F.8946.246450AE,localhost
non-phishing,200209130126.g8D1QUf21470,hobbit.linuxworks.com.au.nospam
non-phishing,JHEPKCEMGPKFFDHHDDKDOEDHFEAA.bill,wstoddard.com
non-phishing,200210010801.g9181ZK15670,dogma.slashnull.org
non-phishing,200209300801.g8U81eg21354,dogma.slashnull.org
non-phishing,3.0.6.32.20020830163318.01f75d40,pop.dial.pipex.com
non-phishing,3C5A5978.80500,shaw.ca
non-phishing,200210080801.g98816K06136,dogma.slashnull.org
non-phishing,200210040800.g9480fK08823,dogma.slashnull.org
non-phishing,3D8F52A5.5090709,cse.ucsc.edu
non-phishing,200209261529.g8QFT2g24580,dogma.slashnull.org
non-phishing,20021008132740.GG23820,jinny.ie
non-phishing,3D7344E1.8010309,diva.ie
non-phishing,004b01c24a27$149934c0$f264a8c0,sabeo.ie
non-phishing,200210040800.g9480NK08788,dogma.slashnull.org
non-phishing,ILEHJNJFPDLMDEKNIAKCEEDHCAAA.geege,barrera.org
non-phishing,200208280108.VAA30178,blackcomb.panasas.com
non-phishing,200209250800.g8P80LC18070,dogma.slashnull.org
non-phishing,200209261527.g8QFRqg24249,dogma.slashnull.org
non-phishing,200209261528.g8QFSqg24502,dogma.slashnull.org
non-phishing,20020922163819.GB25030,kluge.net
non-phishing,1034013325.8419.88.camel,bobcat.ods.org
non-phishing,20020906021444.GK12787,linuxmafia.com
non-phishing,Pine.LNX.4.44.0209291839510.11482-100000,urgent.rug.ac.be
non-phishing,200209261532.g8QFWbg25193,dogma.slashnull.org
non-phishing,200208270117.VAA02021,blackcomb.panasas.com
non-phishing,200209290801.g8T81Hg03434,dogma.slashnull.org
non-phishing,E17owlg-0001Mr-01,cpu59.osdn.com
non-phishing,200210020802.g9282gK31765,dogma.slashnull.org
non-phishing,Pine.LNX.4.44.0209210102410.4231-100000,isolnetsux.techmonkeys.net
non-phishing,00e701c25813$eec5ab70$640a000a,golden
non-phishing,m2smztfzy1.fsf,maya.dyndns.org
non-phishing,87znujjgln.fsf,amaterasu.srvr.nix
non-phishing,200210090800.g9980sK25213,dogma.slashnull.org
non-phishing,Pine.BSO.4.44.0210071640450.18452-100000,crank.slack.net
non-phishing,20020917173852.GB5613,www.NT-NETWORK
non-phishing,20020920181118.A17344,bonzo.nirvana
non-phishing,200210070800.g9780gK23269,dogma.slashnull.org
non-phishing,200209261532.g8QFWlg25212,dogma.slashnull.org
non-phishing,3D6CD12A.10660.24D9E9BA,localhost
non-phishing,200209290801.g8T81Kg03451,dogma.slashnull.org
non-phishing,200210070800.g9780NK23229,dogma.slashnull.org
non-phishing,3DA33AA1.1A724EF5,eecs.berkeley.edu
non-phishing,20020905160808.B2932,greenhydrant.com
non-phishing,200210080801.g9881MK06178,dogma.slashnull.org
non-phishing,011301c25fda$d3d7a6f0$7c640f0a,mfc.corp.mckee.com
non-phishing,E17wjQZ-0001AW-00,usw-pr-cvs1.sourceforge.net
non-phishing,1030053252.9051.TMDA,deepeddy.vircio.com
non-phishing,200210080800.g9880XK06085,dogma.slashnull.org
non-phishing,00c201c254ff$bc2acb30$8801020a,brianmay
non-phishing,200210080800.g9880QK06038,dogma.slashnull.org
non-phishing,20020822184303.2E5BCF5B3,tater
non-phishing,15749.25683.361874.673913,proton.pathname.com
non-phishing,Pine.LNX.4.44.0208290714450.30051-100000,aztec.zanshin.com
non-phishing,20020829062638.53279644.matthias,egwn.net
non-phishing,200209261532.g8QFWJg25145,dogma.slashnull.org
non-phishing,20020204233001.H2626,pihlaja.kotilo
non-phishing,200210090800.g9980FK25140,dogma.slashnull.org
non-phishing,200210020800.g9280SK31676,dogma.slashnull.org
non-phishing,200209261532.g8QFWGg25127,dogma.slashnull.org
non-phishing,E17rqZi-0002sP-01,cpu59.osdn.com
non-phishing,200210080800.g9880TK06063,dogma.slashnull.org
non-phishing,E17kb3f-0002Em-00,cpu59.osdn.com
non-phishing,200210090800.g9980ZK25191,dogma.slashnull.org
non-phishing,Pine.LNX.4.44.0209051533260.31180-100000,isolnetsux.techmonkeys.net
non-phishing,E17hwSa-00007M-00,usw-pr-cvs1.sourceforge.net
non-phishing,20020825083851.0EBE5EA0A,petting-zoo.net
non-phishing,1030649409.4818.4.camel,localhost.localdomain
non-phishing,20020828202756.GE8161,reypastor.hispalinux.es
non-phishing,200209261527.g8QFReg24218,dogma.slashnull.org
non-phishing,200209261528.g8QFSjg24475,dogma.slashnull.org
non-phishing,OE31rcJQ7VhMZpCEIoh0000784e,hotmail.com
non-phishing,200210080800.g9880SK06051,dogma.slashnull.org
non-phishing,200210010801.g9181OK15626,dogma.slashnull.org
non-phishing,yf2ptw2k4ge.fsf,proton.pathname.com
non-phishing,E17yjbz-0004GC-00,cpu59.osdn.com
non-phishing,20020828085355.A12976,wanadoo.fr
non-phishing,Pine.LNX.4.44.0209082255100.8855-100000,isolnetsux.techmonkeys.net
non-phishing,DAV60BuhOF3Gc76oajS00012b65,hotmail.com
non-phishing,20020905.knH.90838400,www.dudex.net
non-phishing,200209011956.g81Ju6TE002619,orion.dwf.com
non-phishing,15EFC2CD-CE4F-11D6-A857-003065F62CD6,whump.com
non-phishing,F165bzuDwP6SAH2JZZJ0001a18f,hotmail.com
non-phishing,m24rcjl8gh.fsf,maya.dyndns.org
non-phishing,5.1.0.14.2.20020928232350.02c2f030,frodo.hserus.net
non-phishing,20021003202958.0F304A877E,belphegore.hughes-family.org
non-phishing,200210040800.g9480gK08832,dogma.slashnull.org
non-phishing,001a01c2634f$bb54d3a0$0200a8c0,JMHALL
non-phishing,20021008152513.C1063,ibu.internal.qu.to
non-phishing,200210010801.g9181OK15632,dogma.slashnull.org
non-phishing,Pine.LNX.4.44.0209060454450.13901-100000,isolnetsux.techmonkeys.net
non-phishing,200210020801.g92817K31706,dogma.slashnull.org
non-phishing,200210060800.g9680YK15230,dogma.slashnull.org
non-phishing,20020920.FvD.95677700,www.dudex.net
non-phishing,1032182191.9209.15.camel,pikk-koon-teravoga.mbp.ee
non-phishing,3D6E3883.8090500,permafrost.net
non-phishing,E146D042F119D211B16F00A0CC32B87F8D11BB,mrwhite.privacyright.com
non-phishing,36033.138.23.89.42.1030559367.squirrel,library.ucr.edu
non-phishing,20021008224312.GB11235,linuxmafia.com
non-phishing,Pine.BSO.4.44.0209112113570.28359-100000,crank.slack.net
non-phishing,E17mPR7-0001hg-00,cpu59.osdn.com
non-phishing,1528.1031675232,kanga.nu
non-phishing,3D7CE662.9040000,permafrost.net
non-phishing,200209250803.g8P83fC18326,dogma.slashnull.org
non-phishing,20021004002558.GD9666,green.daf.ddts.net
non-phishing,001601c25e89$2f06a3d0$0200a8c0,JMHALL
non-phishing,200209240800.g8O80bC26634,dogma.slashnull.org
non-phishing,18198133428.20020918214126,magnesium.net
non-phishing,Pine.BSO.4.44.0209050103320.9755-100000,crank.slack.net
non-phishing,E17oaI5-0002a4-00,cpu59.osdn.com
non-phishing,20020901.lpt.78839000,www.dudex.net
non-phishing,200210030801.g9381vK20008,dogma.slashnull.org
non-phishing,3D6C9D54.27778.240F6D50,localhost
non-phishing,200210020801.g92819K31716,dogma.slashnull.org
non-phishing,3744.1033577684,munnari.OZ.AU
non-phishing,m2ptvtpp66.fsf,maya.dyndns.org
non-phishing,F87olmRBaYFkuutSgcO00001be3,hotmail.com
non-phishing,200210030802.g9382KK20042,dogma.slashnull.org
non-phishing,200209301934.MAA06188,maltesecat
non-phishing,3DA2B226.2060209,waider.ie
non-phishing,Pine.LNX.4.44.0209202353440.4231-100000,isolnetsux.techmonkeys.net
non-phishing,Pine.LNX.4.44.0209052011430.24128-100000,burgers.bubbanfriends.org
non-phishing,Pine.LNX.4.44.0208231631010.17440-100000,localhost.localdomain
non-phishing,E17wjPW-00014B-00,usw-pr-cvs1.sourceforge.net
non-phishing,200209300801.g8U81pg21394,dogma.slashnull.org
non-phishing,30937.1033532481,dimebox.bmc.com
non-phishing,3D6E0984.5030708,startechgroup.co.uk
non-phishing,005601c25388$59f8f220$0200a8c0,JMHALL
non-phishing,200209261530.g8QFUOg24827,dogma.slashnull.org
non-phishing,82D4B3A0-B961-11D6-80A5-000393A46DEA,alumni.caltech.edu
non-phishing,21222.1031773720,bhuta
non-phishing,1030574318.1651.30.camel,bobcat.ods.org
non-phishing,3D6CA455.4010907,permafrost.net
non-phishing,E17jVdH-0004gM-01,cpu59.osdn.com
non-phishing,200209261532.g8QFWbg25195,dogma.slashnull.org
non-phishing,Pine.BSO.4.44.0209111320570.2573-100000,crank.slack.net
non-phishing,200209261530.g8QFUsg24946,dogma.slashnull.org
non-phishing,200210010801.g9181CK15579,dogma.slashnull.org
non-phishing,20021005151248.2184c904.matthias_haase,bennewitz.com
non-phishing,Pine.LNX.4.44.0209220300400.4231-100000,isolnetsux.techmonkeys.net
non-phishing,200210050800.g9580qK02585,dogma.slashnull.org
non-phishing,200210070800.g9780gK23266,dogma.slashnull.org
non-phishing,6714.1033570251,dimebox.bmc.com
non-phishing,17705.1031833169,garlic.apnic.net
non-phishing,1012659069.7723.1.camel,localhost.localdomain
non-phishing,B9C3A923.4976%dgw-lists,birches.org
non-phishing,20020828062019.Y10668-100000,moon.campus.luth.se
non-phishing,20020930.bp5.07787800,www.dudex.net
non-phishing,200209270801.g8R81Zg00939,dogma.slashnull.org
non-phishing,m2vg5u3irk.fsf,maya.dyndns.org
non-phishing,200209290800.g8T802g03259,dogma.slashnull.org
non-phishing,200210080801.g98815K06133,dogma.slashnull.org
non-phishing,200209140320.g8E3Kww29126,hobbit.linuxworks.com.au.nospam
non-phishing,E17owlZ-0001Hk-00,cpu59.osdn.com
non-phishing,1033681684.3133.100.camel,bobcat.ods.org
non-phishing,200210070800.g9780pK23313,dogma.slashnull.org
non-phishing,200210030803.g93836K20094,dogma.slashnull.org
non-phishing,25647.1031927295,dimebox
non-phishing,3703.1033415613,dimebox.bmc.com
non-phishing,NGEJLIBHKCAGGNGEGNJOMECHCAAA.zeez,eircom.net
non-phishing,Pine.LNX.4.33.0209200803070.18827-100000,hydrogen.leitl.org
non-phishing,Pine.LNX.4.33.0209011659570.2749-100000,watcher.mithral.com
non-phishing,20020918104740.5A00BC44D,argote.ch
non-phishing,Pine.LNX.4.44.0209042158330.26056-100000,isolnetsux.techmonkeys.net
non-phishing,20021007083001.GJ16947,jinny.ie
non-phishing,E17jyN3-0004sQ-00,gadolinium.btinternet.com
non-phishing,200208222058.07760.cj,nologic.org
non-phishing,p05111a12b99b45690b78,[66.149.49.6]
non-phishing,200210070800.g9780NK23227,dogma.slashnull.org
non-phishing,Pine.LNX.4.33.0209031321040.11949-100000,watcher.mithral.com
non-phishing,2583F1FA-DA52-11D6-B1B1-000393A46DEA,alumni.caltech.edu
non-phishing,3D7890C7.21244.52BF5419,localhost
non-phishing,E17ysKt-00048e-00,rhenium.btinternet.com
non-phishing,1030562749.28110.TMDA,deepeddy.vircio.com
non-phishing,200210040800.g9480hK08835,dogma.slashnull.org
non-phishing,1031528000.14372.TMDA,omega.paradigm-omega.net
non-phishing,200210070800.g9780EK23208,dogma.slashnull.org
non-phishing,20021007200642.27614e1b.matthias,rpmforge.net
non-phishing,200209250803.g8P83jC18358,dogma.slashnull.org
non-phishing,Pine.BSO.4.44.0209251839370.31392-100000,crank.slack.net
non-phishing,200209261511.g8QFBNg23716,dogma.slashnull.org
non-phishing,3D988106.90000,permafrost.net
non-phishing,E17pfih-0005yh-01,cpu59.osdn.com
non-phishing,F1412MIa6ReIlwkHWEP00009d95,hotmail.com
non-phishing,200210030802.g9382pK20080,dogma.slashnull.org
non-phishing,m2y9a0wkfb.fsf,maya.dyndns.org
non-phishing,Pine.LNX.4.44.0209091859360.1341-100000,burgers.bubbanfriends.org
non-phishing,Pine.LNX.4.33.0209011641450.2749-100000,watcher.mithral.com
non-phishing,200208222349.00463.neugens,libero.it
non-phishing,200209250800.g8P80KC18061,dogma.slashnull.org
non-phishing,200208221853.g7MIrtV21872,mail.banirh.com
non-phishing,200210090800.g9980uK25233,dogma.slashnull.org
non-phishing,ant03s+fegg,eGroups.com
non-phishing,20021001.558.00260600,www.dudex.net
non-phishing,Pine.LNX.4.44.0210081140130.18762-100000,chip.ath.cx
non-phishing,20020913140253.GB5897,kluge.net
non-phishing,Pine.LNX.4.33.0209022109001.8806-100000,watcher.mithral.com
non-phishing,22745.1033456497,munnari.OZ.AU
non-phishing,200210050800.g9580YK02544,dogma.slashnull.org
non-phishing,AMEPKEBLDJJCCDEJHAMIIEHJFGAA.ejw,cse.ucsc.edu
non-phishing,AMEPKEBLDJJCCDEJHAMIIEAJFIAA.ejw,cse.ucsc.edu
non-phishing,200209261527.g8QFRhg24232,dogma.slashnull.org
non-phishing,20021004044638.DD4D7A87DB,belphegore.hughes-family.org
non-phishing,Pine.LNX.4.44.0209090940550.1695-100000,localhost.localdomain
non-phishing,1031678328.10653.TMDA,omega.paradigm-omega.net
non-phishing,200209240800.g8O809C26545,dogma.slashnull.org
non-phishing,25409.1030190165,munnari.OZ.AU
non-phishing,Pine.LNX.4.44.0209172137100.5112-100000,isolnetsux.techmonkeys.net
non-phishing,200209261529.g8QFTig24744,dogma.slashnull.org
non-phishing,20020201102923.3bfb81dc.matthias,egwn.net
non-phishing,Pine.BSO.4.44.0210071528270.18452-100000,crank.slack.net
non-phishing,Pine.BSO.4.44.0209231842470.29230-100000,crank.slack.net
non-phishing,1030025538.25487.TMDA,deepeddy.vircio.com
non-phishing,Pine.LNX.4.44.0209051816270.22445-100000,burgers.bubbanfriends.org
non-phishing,1033982823.539.8.camel,gandalf
non-phishing,3DA2E63D.8090104,punkass.com
non-phishing,ant1s1+jomf,eGroups.com
non-phishing,200210090800.g9980VK25162,dogma.slashnull.org
non-phishing,20021004175212.05215EA0A,petting-zoo.net
non-phishing,008c01c24ec4$83eab9b0$b554a8c0,RAGING
non-phishing,m2heg9anzx.fsf,maya.dyndns.org
non-phishing,20021007230521.0f1727aa.matthias,rpmforge.net
non-phishing,p0431010eb98aafd3ab3b,[198.248.208.11]
non-phishing,63161136381.20020920213031,magnesium.net
non-phishing,1032819600.20949.TMDA,deepeddy.vircio.com
non-phishing,1030033720.27656.TMDA,deepeddy.vircio.com
non-phishing,200210010800.g91804K15311,dogma.slashnull.org
non-phishing,20020823005705.D63AEC44E,argote.ch
non-phishing,20021003015841.C3645,rover.vipul.net
non-phishing,20020901.Cm5.66966300,www.dudex.net
non-phishing,200209270800.g8R80sg00717,dogma.slashnull.org
non-phishing,3D89E7DD.6010506,permafrost.net
non-phishing,200209261532.g8QFWag25184,dogma.slashnull.org
non-phishing,20020830002709.GA21600,elayne.kssp.upd.edu.ph
non-phishing,5D5CC294-BA08-11D6-837F-000393A46DEA,alumni.caltech.edu
non-phishing,20020828102918.C5C3143F99,phobos.labs.netnoteinc.com
non-phishing,m265xu53bz.fsf,maya.dyndns.org
non-phishing,3D925796.6070305,barrera.org
non-phishing,200209250800.g8P80NC18088,dogma.slashnull.org
non-phishing,3D986033.2060903,permafrost.net
non-phishing,20020822220402.GA504,samosa.chappati.org
non-phishing,Pine.BSO.4.44.0209232145280.22910-100000,crank.slack.net
non-phishing,OE32DGAIXWb9DYccSN000001234,hotmail.com
non-phishing,DAV27LnIQQCRvM3KQDL0000914f,hotmail.com
non-phishing,F29ySsxVY60mJWEsBk30000ddb3,hotmail.com
non-phishing,000201c26341$ef5f75f0$0200a8c0,JMHALL
non-phishing,200209261528.g8QFSlg24486,dogma.slashnull.org
non-phishing,3D7891CB.3124.52C34AEB,localhost
non-phishing,200210090800.g9980sK25221,dogma.slashnull.org
non-phishing,20021003202309.C3E6C16F03,example.com
non-phishing,200209290801.g8T81Kg03449,dogma.slashnull.org
non-phishing,200209240800.g8O803C26523,dogma.slashnull.org
non-phishing,Pine.LNX.4.33.0209181955030.18827-100000,hydrogen.leitl.org
non-phishing,DAV32l8aii08N8yxdZj00009342,hotmail.com
non-phishing,3D6C8A7A.6090302,esatclear.ie
non-phishing,20020904165518.58627.qmail,web14002.mail.yahoo.com
non-phishing,F221f9Sp2WEnKS7vzxg00000d04,hotmail.com
non-phishing,200210030800.g9380wK19952,dogma.slashnull.org
non-phishing,5.1.0.14.2.20020929224244.02d33c50,frodo.hserus.net
non-phishing,5.1.0.14.2.20020918220930.02fa8c60,frodo.hserus.net
non-phishing,200210010801.g91811K15479,dogma.slashnull.org
non-phishing,21588.1030083611,munnari.OZ.AU
non-phishing,JHEPKCEMGPKFFDHHDDKDOEJAFIAA.bill,wstoddard.com
non-phishing,DAV266HHGNZ4mF1IT1800002aed,hotmail.com
non-phishing,200209051908.g85J8bb57967,min.net
non-phishing,3D9DFCF5.9080008,lig.net
non-phishing,3D6A4A75.6070608,perkel.com
non-phishing,200210010801.g9181kK15692,dogma.slashnull.org
non-phishing,20021004105413.5264a403.matthias,rpmforge.net
non-phishing,20020826121421.542d2dd3.matthias,egwn.net
non-phishing,200209230508.BAA09815,blackcomb.panasas.com
non-phishing,a05111b05b992ca179346,[10.0.1.100]
non-phishing,00dc01c248dd$0c740ea0$6765010a,einstein
non-phishing,31C6D68FA597D411B04D00E02965883BD239F9,mailhost
non-phishing,p05111a10b9c0b4fbbb2d,[66.149.49.6]
non-phishing,1033049049.16162.TMDA,deepeddy.vircio.com
non-phishing,5EC2AD6D2314D14FB64BDA287D25D9EF12B4F6,exchange1.cps.local
non-phishing,a05111707b992042d4967,[209.103.203.50]
non-phishing,DAV38mbMvCBLvT7aTQ400008c1d,hotmail.com
non-phishing,002201c2582a$e84211f0$0200a8c0,JMHALL
non-phishing,20020207151541.01ff69d6.matthias,egwn.net
non-phishing,20020829001503.7aab8ccf.matthias,egwn.net
non-phishing,20020204132927.3dc863a0.matthias,egwn.net
non-phishing,02082919334401.04648,neofelis
non-phishing,20020905112630.F10F516F49,example.com
non-phishing,Pine.LNX.4.44.0210050111040.4446-100000,belphegore.hughes-family.org
non-phishing,3D72BA8F.30303,barrera.org
non-phishing,200209030201.WAA01468,blackcomb.panasas.com
non-phishing,B9A6AE92.91AD%opslag,inklaar.net
non-phishing,3DA038A5.6080408,permafrost.net
non-phishing,Pine.LNX.4.44.0209151634160.23861-100000,tiger.dorfam.ca
non-phishing,200210040800.g9480oK08852,dogma.slashnull.org
non-phishing,200209250800.g8P80KC18058,dogma.slashnull.org
non-phishing,20021007103831.642c1bbb.hosting,j2solutions.net
non-phishing,E17jVdB-0004b6-00,cpu59.osdn.com
non-phishing,20020822175806.1E6E343F99,phobos.labs.netnoteinc.com
non-phishing,1030048087.20291.TMDA,deepeddy.vircio.com
non-phishing,200209240800.g8O80BC26572,dogma.slashnull.org
non-phishing,200210050800.g9580WK02532,dogma.slashnull.org
non-phishing,200209280310.g8S3A2S20585,bootstrap.sculptors.com
non-phishing,Pine.LNX.4.44.0209180717030.5112-100000,isolnetsux.techmonkeys.net
non-phishing,20021005103825.33a637b3.matthias,rpmforge.net
non-phishing,200209240800.g8O80AC26554,dogma.slashnull.org
non-phishing,200210010801.g91814K15538,dogma.slashnull.org
non-phishing,1033954359.28832.4.camel,athlon.ckloiber.com
non-phishing,Pine.LNX.4.33.0208240101180.25180-100000,watcher.mithral.com
non-phishing,Pine.LNX.4.33.0209061546290.30472-100000,hydrogen.leitl.org
non-phishing,20021002225111.AFE7EC403,email4.lga2.nytimes.com
non-phishing,Pine.LNX.4.44.0210011410320.32381-100000,chip.ath.cx
non-phishing,3D8DDBC8.8030602,permafrost.net
non-phishing,29520.1032009778,dimebox
non-phishing,3D872FE0.651D6DD7,endeavors.com
non-phishing,20020912235313.4003.qmail,web13003.mail.yahoo.com
non-phishing,3D655B37.2901.1DB12A,localhost
non-phishing,Pine.LNX.4.44.0209090932380.23779-100000,isolnetsux.techmonkeys.net
non-phishing,200209260801.g8Q81bC06474,dogma.slashnull.org
non-phishing,10654501659.20020930110821,magnesium.net
non-phishing,200209261531.g8QFVag25034,dogma.slashnull.org
non-phishing,20020829171121.3b5d0506.matthias,egwn.net
non-phishing,F98rcUbV9BC27a2C3HV0001c5cc,hotmail.com
non-phishing,3D9859B9.3A7F80C2,endeavors.com
non-phishing,200210010800.g91804K15308,dogma.slashnull.org
non-phishing,20020918200717.4A3FDEA27,petting-zoo.net
non-phishing,200210100804.g9A84PK14182,dogma.slashnull.org
non-phishing,3D6C9060.7090308,corvil.com
non-phishing,20020206173432.02f6f277.matthias,egwn.net
non-phishing,31C6D68FA597D411B04D00E02965883BD23C3F,mailhost
non-phishing,DAV55B93pygyY4uLj9r0000b898,hotmail.com
non-phishing,200210020801.g9281BK31726,dogma.slashnull.org
non-phishing,Pine.BSO.4.44.0208261252210.16631-100000,crank.slack.net
non-phishing,E17n4bR-0004TX-00,tungsten.btinternet.com
non-phishing,DAV39lK9VdNW3YQOgaM00002a9a,hotmail.com
non-phishing,00db01c268b7$c1c210a0$f2812d40,landshark
non-phishing,m2fzw8zn3t.fsf,maya.dyndns.org
non-phishing,200209260801.g8Q81UC06455,dogma.slashnull.org
non-phishing,200209240800.g8O806C26532,dogma.slashnull.org
non-phishing,200209300801.g8U81bg21336,dogma.slashnull.org
non-phishing,20020822211425.849EB3F27,milou.dyndns.org
non-phishing,200209261529.g8QFTAg24617,dogma.slashnull.org
non-phishing,3D64FA3C.13325.63A5960,localhost
non-phishing,Pine.LNX.4.30.0208221935220.31207-100000,tux.w3.org
non-phishing,DAV45GkZc7ckHMGfVk600007dbf,hotmail.com
non-phishing,3DA2D8B5.19DD480D,endeavors.com
non-phishing,029801c25960$db348560$640a000a,golden
non-phishing,15725.46293.831269.315365,12-248-11-90.client.attbi.com
non-phishing,20020829005025.160073af.matthias,egwn.net
non-phishing,Pine.LNX.4.44.0208262055420.6941-100000,guest1.mews
non-phishing,E17kCFG-00041w-00,usw-pr-cvs1.sourceforge.net
non-phishing,200209250800.g8P80EC18036,dogma.slashnull.org
non-phishing,20021007194559.0482f194.matthias,rpmforge.net
non-phishing,p05111a35b9aee996db06,[66.149.49.6]
non-phishing,200209240800.g8O80BC26569,dogma.slashnull.org
non-phishing,Pine.BSO.4.44.0209220319540.26559-100000,crank.slack.net
non-phishing,20021008215152.80676.qmail,web13904.mail.yahoo.com
non-phishing,Pine.LNX.4.44.0208221606260.675-100000,isolnetsux.techmonkeys.net
non-phishing,96394F38-CA61-11D6-A53C-003065F93D3A,topsail.org
non-phishing,al588m$ufg$1,main.gmane.org
non-phishing,200209261529.g8QFTVg24694,dogma.slashnull.org
non-phishing,20020910154508.D02ED9EDBF,belphegore.hughes-family.org
non-phishing,20020826184926.B97541-100000,moon.campus.luth.se
non-phishing,C1A68F993703D411B6F600A0C9C83B01F5DEE7,dubexgsrv01
non-phishing,200210080800.g9880SK06051,dogma.slashnull.org
non-phishing,20020823094833.ABDF4C44E,argote.ch
non-phishing,200209070140.32845.eh,mad.scientist.com
non-phishing,1030560510.17408.TMDA,omega.paradigm-omega.net
non-phishing,20020826180041.913C73F05,milou.dyndns.org
non-phishing,20020905.RoT.47903400,www.dudex.net
non-phishing,02082919334401.04648,neofelis
non-phishing,20020919052140.GA13060,misery.proulx.com
non-phishing,1030654347.9760.1.camel,localhost.localdomain
non-phishing,200210080800.g98809K06025,dogma.slashnull.org
non-phishing,Pine.LNX.4.33.0209302326120.24718-100000,hydrogen.leitl.org
non-phishing,Pine.BSO.4.44.0208231139110.8637-100000,crank.slack.net
non-phishing,200209290801.g8T81Pg03469,dogma.slashnull.org
non-phishing,200209250800.g8P80NC18091,dogma.slashnull.org
non-phishing,200209250803.g8P83jC18363,dogma.slashnull.org
non-phishing,1030028647.6462.TMDA,deepeddy.vircio.com
non-phishing,4CD47AE0-CF61-11D6-B8C1-003065F62CD6,whump.com
non-phishing,11958948363.20020930122228,magnesium.net
non-phishing,20020920023953.GH1024,ibu.internal.qu.to
non-phishing,3D64E94E.8060301,ee.ed.ac.uk
non-phishing,200210030803.g93839K20098,dogma.slashnull.org
non-phishing,1030649409.4818.4.camel,localhost.localdomain
non-phishing,200210010800.g91805K15319,dogma.slashnull.org
non-phishing,20020828150614.GB98808,darkness.sial.org
non-phishing,20020824133127.25B6E6F982,washington.bellatlantic.net
non-phishing,F53E17FC-D24D-11D6-BA6B-003065F62CD6,whump.com
non-phishing,200210050800.g9580pK02582,dogma.slashnull.org
non-phishing,3D6D3763.3060300,lehigh.edu
non-phishing,AMEPKEBLDJJCCDEJHAMICEGPFGAA.ejw,cse.ucsc.edu
non-phishing,200210010801.g9181XK15647,dogma.slashnull.org
non-phishing,20020918114520.9B11716F1A,example.com
non-phishing,200209240800.g8O80dC26646,dogma.slashnull.org
non-phishing,5.1.0.14.2.20020909170821.01d096c8,mailhost.disaster.com
non-phishing,20021009110311.32c22ea5.matthias,rpmforge.net
non-phishing,005801c24a00$1e226060$73c04144,leslie
non-phishing,20021007093726.GB1893,bilbo.makalumedia.com
non-phishing,20020905183321.GH4340,ifokr.org
non-phishing,200210010800.g9180XK15349,dogma.slashnull.org
non-phishing,200210070800.g9780tK23319,dogma.slashnull.org
non-phishing,15304473447566,buffy.jpci.net
non-phishing,200209261511.g8QFBMg23708,dogma.slashnull.org
non-phishing,200210030802.g93828K20025,dogma.slashnull.org
non-phishing,8425.1034188200,dimebox.bmc.com
non-phishing,E17mbzO-0004fH-00,usw-pr-cvs1.sourceforge.net
non-phishing,001b01c2637e$643836f0$0200a8c0,JMHALL
non-phishing,20020925083559.EC486C44D,argote.ch
non-phishing,E17ytWT-0005ta-00,rhenium.btinternet.com
non-phishing,B98ABFA4.1F87%dh,uptime.at
non-phishing,20020902204053.GD15737,kluge.net
non-phishing,200210100804.g9A84RK14200,dogma.slashnull.org
non-phishing,Pine.LNX.4.44.0202070901400.10534-100000,dtd.drea.lan
non-phishing,F68kmx42WGYwvimdzhU00004be9,hotmail.com
non-phishing,55DA5264CE16D41186F600D0B74D6B092472BC,KBS01
non-phishing,200209300801.g8U81gg21362,dogma.slashnull.org
non-phishing,000001c26e44$d8780150$0200a8c0,JMHALL
non-phishing,200209230521.BAA11218,blackcomb.panasas.com
non-phishing,1034134030.26329.85.camel,ckk.rdu.example.com
non-phishing,200210010801.g9181CK15582,dogma.slashnull.org
non-phishing,D79A56AD131896448D0860DEE07CBE1F3BACE8,med-core07.med.wayne.edu
non-phishing,200210010801.g9181dK15682,dogma.slashnull.org
non-phishing,20020201191747.4ca19d1a.matthias,egwn.net
non-phishing,Pine.LNX.4.33.0209011908320.3235-100000,watcher.mithral.com
non-phishing,20020923114839.7E8F716F17,example.com
